method,slot,x_m,y_m
P,57,1496.174568783069,773.3230034920635
P,58,1454.1020304232807,797.9274626984128
P,59,1412.0294920634922,822.531921904762
P,60,1369.956953703704,847.1363811111112
P,61,1327.8844153439154,871.7408403174604
P,62,1285.8118769841271,896.3452995238097
P,63,1243.7393386243386,920.9497587301589
P,64,1201.6668002645504,945.5542179365082
P,65,1159.5942619047619,970.1586771428574
P,66,1117.5217235449736,994.7631363492067
P,67,1075.4491851851853,1019.3675955555558
P,68,1033.3766468253968,1043.972054761905
P,69,991.3041084656085,1068.5765139682544
P,70,949.2315701058202,1093.1809731746034
P,71,907.1590317460317,1117.7854323809527
P,72,865.0864933862433,1142.389891587302
P,73,823.0139550264549,1166.9943507936512
P,74,780.9414166666666,1191.5988100000004
P,75,738.8688783068783,1216.2032692063494
P,76,696.7963399470898,1240.807728412699
P,77,654.7238015873015,1265.412187619048
P,78,612.6512632275133,1290.0166468253974
P,79,570.5787248677248,1314.6211060317464
P,80,528.5061865079363,1339.225565238096
P,81,486.433648148148,1363.830024444445
P,82,444.3611097883595,1388.4344836507942
P,83,402.28857142857123,1413.0389428571434
P,84,402.28857142857134,1413.0389428571434
P,85,402.28857142857134,1413.0389428571434
P,86,402.28857142857134,1413.0389428571434
P,87,402.28857142857134,1413.0389428571434
P,88,402.28857142857134,1413.0389428571434
P,89,402.28857142857134,1413.0389428571434
P,90,402.28857142857134,1413.0389428571434
P,91,402.28857142857134,1413.0389428571434
P,92,402.28857142857134,1413.0389428571434
P,93,402.28857142857134,1413.0389428571434
P,94,402.28857142857134,1413.0389428571434
P,95,402.28857142857134,1413.0389428571434
P,96,402.28857142857134,1413.0389428571434
P,97,402.28857142857134,1413.0389428571434
P,98,402.28857142857134,1413.0389428571434
P,99,402.28857142857134,1413.0389428571434
P,100,402.28857142857134,1413.0389428571434
P,101,402.28857142857134,1413.0389428571434
P,102,402.28857142857134,1413.0389428571434
P,103,402.28857142857134,1413.0389428571434
P,104,402.28857142857134,1413.0389428571434
P,105,402.28857142857134,1413.0389428571434
P,106,402.28857142857134,1413.0389428571434
P,107,402.28857142857134,1413.0389428571434
P,108,402.28857142857134,1413.0389428571434
P,109,402.28857142857134,1413.0389428571434
P,110,402.28857142857134,1413.0389428571434
P,111,402.28857142857134,1413.0389428571434
P,112,402.28857142857134,1413.0389428571434
P,113,402.28857142857134,1413.0389428571434
P,114,402.28857142857134,1413.0389428571434
P,115,402.28857142857134,1413.0389428571434
P,116,402.28857142857134,1413.0389428571434
P,117,402.28857142857134,1413.0389428571434
P,118,402.28857142857134,1413.0389428571434
P,119,402.28857142857134,1413.0389428571434
P,120,402.28857142857134,1413.0389428571434
P,121,402.28857142857134,1413.0389428571434
P,122,402.28857142857134,1413.0389428571434
P,123,402.28857142857134,1413.0389428571434
P,124,402.28857142857134,1413.0389428571434
P,125,402.28857142857134,1413.0389428571434
P,126,428.5862795533916,1372.6183639471928
P,127,454.8839876782118,1332.197785037242
P,128,481.181695803032,1291.7772061272915
P,129,507.4794039278522,1251.3566272173407
P,130,533.7771120526725,1210.9360483073901
P,131,560.0748201774927,1170.5154693974396
P,132,586.372528302313,1130.0948904874888
P,133,612.6702364271331,1089.6743115775382
P,134,638.9679445519533,1049.2537326675874
P,135,665.2656526767736,1008.8331537576369
P,136,691.5633608015937,968.4125748476861
P,137,717.861068926414,927.9919959377355
P,138,744.1587770512342,887.5714170277848
P,139,770.4564851760545,847.1508381178342
P,140,796.7541933008747,806.7302592078835
P,141,823.051901425695,766.3096802979329
P,142,849.3496095505152,725.8891013879821
P,143,875.6473176753353,685.4685224780316
P,144,901.9450258001556,645.0479435680809
P,145,928.2427339249758,604.6273646581303
P,146,954.540442049796,564.2067857481796
P,147,980.8381501746162,523.7862068382288
P,148,1007.1358582994364,483.3656279282783
P,149,1033.4335664242567,442.9450490183276
P,150,1033.4335664242567,442.94504901832755
TRAN,0,1033.4335664242567,442.94504901832755
TRAN,1,1005.9961412775067,484.74219260659515
TRAN,2,978.556869584669,526.538117813703
TRAN,3,951.0837280348568,568.3117636361322
TRAN,4,923.5498238981463,610.0453459804859
TRAN,5,895.9506948876153,651.7357941815609
TRAN,6,868.2745760375551,693.375146294693
TRAN,7,840.5091272638737,734.954948754418
TRAN,8,812.6185236057842,776.4508508546013
TRAN,9,784.5293307842194,817.8125032090193
TRAN,10,756.0977087562775,858.9393884489756
TRAN,11,727.0274480699245,899.6170731109393
TRAN,12,696.5494348360495,939.2498861067222
TRAN,13,664.8536573836586,977.9138714299374
TRAN,14,632.8917220192031,1016.3577900636745
TRAN,15,599.9781313508013,1053.9899256631857
TRAN,16,565.316039876912,1090.0178149257185
TRAN,17,529.4402465970907,1124.8370467016914
TRAN,18,493.2602815234933,1159.3398187364237
TRAN,19,456.69747206747076,1193.4358381350598
TRAN,20,418.19810878786967,1225.3253073057692
TRAN,21,369.0359302001462,1233.8813887450794
TRAN,22,379.44569169570786,1184.9938099041217
TRAN,23,402.0097109092515,1140.3852553134345
TRAN,24,426.18238843787486,1096.6281880195586
TRAN,25,449.9009244719578,1052.6209357232278
TRAN,26,473.50980188218836,1008.5537857975065
TRAN,27,497.2044230609779,964.532373413409
TRAN,28,522.0484700162698,921.1482857176946
TRAN,29,549.6429572842585,879.4571070535821
TRAN,30,579.8835235909282,839.6433058106305
TRAN,31,613.9148050286799,803.0175326840007
TRAN,32,655.4027623212585,775.1209935942
TRAN,33,703.1639515502054,760.3470850159358
TRAN,34,752.7452060540012,753.9324022333312
TRAN,35,802.639911541382,750.7655534660348
TRAN,36,852.5960453325376,748.7807701074167
TRAN,37,902.5684947166048,747.2507391778439
TRAN,38,952.5462386754359,745.8955845539009
TRAN,39,1002.5255565572782,744.5920476693199
TRAN,40,1052.505033064814,743.2884508220267
TRAN,41,1102.4839271715784,741.95782435159
TRAN,42,1152.4507834723493,740.2305384724197
TRAN,43,1202.370942295978,737.4643669306363
TRAN,44,1252.1591300034363,732.9024614004984
TRAN,45,1301.6655949529397,725.9176149781274
TRAN,46,1350.7694891622655,716.5107300624275
TRAN,47,1399.5370007645395,705.4920489867047
TRAN,48,1448.1714860216262,693.9006969883641
TRAN,49,1496.780551922248,682.2041255919837
TRAN,50,1545.374110952932,670.445087687403
TRAN,51,1593.9603553744607,658.6593581547505
TRAN,52,1642.5644046588027,646.9558511359536
TRAN,53,1691.4164238637402,636.4235345785798
TRAN,54,1645.5645167505445,656.2093083708576
TRAN,55,1601.1707396711276,679.0594184169643
TRAN,56,1557.7452437597624,703.6923709153891
TRAN,57,1515.1601052686144,729.7239242513828
TRAN,58,1473.5068989810677,757.1619534664276
TRAN,59,1433.6217139818,786.9020392387149
TRAN,60,1392.6537467034789,814.6163671476268
TRAN,61,1346.6441821534004,832.3155917597009
TRAN,62,1299.0079966779656,843.416126539743
TRAN,63,1252.7557769809862,835.4362480133198
TRAN,64,1287.7320950601834,802.7853276155998
TRAN,65,1329.0241113482027,776.1376998260449
TRAN,66,1370.3230348866957,748.9464194969713
TRAN,67,1411.0098712320512,720.5869550655509
TRAN,68,1369.0030691794082,747.7031966333684
TRAN,69,1326.9980508081303,774.8236249645063
TRAN,70,1284.9929808471904,801.9441809801846
TRAN,71,1242.9878408848688,829.064702068997
TRAN,72,1200.9828475550262,856.1854863180077
TRAN,73,1158.9781233652845,883.3067081088811
TRAN,74,1116.9755232712193,910.4312381523303
TRAN,75,1074.9791073359293,937.5653741585879
TRAN,76,1032.9950432617718,964.7186690688604
TRAN,77,991.0309527987728,991.9028649745983
TRAN,78,949.0907582021564,1019.1239007374953
TRAN,79,907.1673029921582,1046.3706641517442
TRAN,80,865.2510211674798,1073.6284306208368
TRAN,81,823.3389315320001,1100.892617110374
TRAN,82,781.4264131965625,1128.1561215916518
TRAN,83,739.53307139968,1155.4490779632672
TRAN,84,697.6780785281841,1182.800819756764
TRAN,85,655.8644615600039,1210.2157834399222
TRAN,86,614.0991215624207,1237.7042449796154
TRAN,87,572.3719826205962,1265.2506632990492
TRAN,88,530.3156272985589,1292.291763380702
TRAN,89,486.75012480403535,1316.8273141002283
TRAN,90,440.8860432559476,1336.737294241486
TRAN,91,393.3892838981327,1352.3568142883998
TRAN,92,345.45002808143096,1366.5593756429248
TRAN,93,346.2918122148657,1333.864903142414
TRAN,94,384.85069591817853,1302.0360897417952
TRAN,95,409.1318637137115,1258.3287487390191
TRAN,96,427.68498562310623,1211.8991586716534
TRAN,97,444.7275137670758,1164.8940097775385
TRAN,98,461.6789872685986,1117.855935670279
TRAN,99,479.66471930058,1071.2035796209393
TRAN,100,500.45979585120506,1025.7339822947686
TRAN,101,527.773166146324,983.8545466015846
TRAN,102,566.3238409475257,952.0151352168019
TRAN,103,613.3284791296214,934.9717573743076
TRAN,104,662.7849566731326,927.6245852753025
TRAN,105,712.6928352624537,924.602184631377
TRAN,106,762.675880522224,923.3254587862846
TRAN,107,812.6690150538277,922.5369011136652
TRAN,108,862.6628566026973,921.7959088869447
TRAN,109,912.6573344680108,921.1029250331226
TRAN,110,962.653906848914,920.597088564852
TRAN,111,1012.6463617924935,921.3739475015709
TRAN,112,981.3791325731694,882.3891328649094
TRAN,113,932.9167096045632,870.0917229973675
TRAN,114,884.6524747789452,857.0360028683606
TRAN,115,836.4300387427458,843.8262008682898
TRAN,116,788.2452773820908,830.4795475638387
TRAN,117,740.1609527001144,816.7756194095288
TRAN,118,692.3541484627218,802.13328429853
TRAN,119,644.7893683589845,786.7234225026979
TRAN,120,597.2250496361656,771.3132316592728
TRAN,121,549.662482979198,755.904747451826
TRAN,122,502.3941122970936,740.8482430274292
TRAN,123,455.31704859293774,725.4785473953986
TRAN,124,408.847125533792,709.5329036261483
TRAN,125,412.96118620273825,718.3651710893196
TRAN,126,457.64253523424225,738.4858642380666
TRAN,127,501.7595867878492,760.304795522756
TRAN,128,544.2652361387348,784.6364626033427
TRAN,129,585.260451933477,810.8656191571608
TRAN,130,625.3182286180627,837.8106516473356
TRAN,131,664.2125010815209,865.4475821990578
TRAN,132,701.6344058127343,893.6617443542552
TRAN,133,737.1462979637893,922.1458506574392
TRAN,134,770.1002503230694,950.1588707578335
TRAN,135,799.4817534591295,975.8833702888884
TRAN,136,823.4894252995464,994.4708066499047
TRAN,137,838.4049043993627,994.6784002221241
TRAN,138,845.4250107180895,971.1912996881068
TRAN,139,850.5759436218618,934.6671238053126
TRAN,140,857.4586027905076,892.6902508332166
TRAN,141,866.9608342430671,848.3207429702668
TRAN,142,879.0369943194843,802.9542551036787
TRAN,143,893.3852167025176,757.2727389913885
TRAN,144,909.6646440220645,711.6158586495964
TRAN,145,927.5627374357927,666.1488832889603
TRAN,146,946.8121928496544,620.9453405106653
TRAN,147,967.1907586889686,576.0299567950279
TRAN,148,988.5157577218522,531.4017621191832
TRAN,149,1010.6375759748536,487.0467827782231
TRAN,150,1033.4335664242567,442.94504901832755
