alert_count,failed_edge_count,ground_connected_source_fraction,node_count,replicate,scenario_id,scenario_seed,sha256,split,topology_id
40,16,0.6,32,0,Canerie-r0,4120132187390513045,2160a2847f29e2701c1b7602bfbfb7f9c9fdea6a352ecf13f2171132c240d4c6,dev,Canerie
40,13,0.866667,32,1,Canerie-r1,7139684576512261099,3059bea651f1700a461640b17c82fd8109811175dc4739caf56b47c9565b06ca,dev,Canerie
40,7,0.4,39,0,Cesnet200603-r0,726445141633008049,de2ecbe4f61d68c3d1fa97b12712b7d3ff1a604bd1e8813d4421a8d0c72b6b80,eval,Cesnet200603
40,9,0.666667,39,1,Cesnet200603-r1,4289116980301350753,9ccd7d97e318152cf94b11feff3f189b027ac17778c1bfdf099c9080a1d82fb0,eval,Cesnet200603
40,4,0.666667,39,2,Cesnet200603-r2,5195842168826478650,cca5542fff7625029d1d48e9ff5a28ea2e0c63a56013e883d7ef6ede5f1289cd,eval,Cesnet200603
40,5,0.533333,31,0,Digex-r0,10800825765349067673,48af9bbedf791b600fdc320d1ec98dd669a5f9d95eaecb2c89dca1f0c48b72a7,eval,Digex
40,11,0.333333,31,1,Digex-r1,4553592903677592101,ae1222bbfcc983807a1eaeafe1a8622b88c96b5f65dee246e67747c15f94dedc,eval,Digex
40,3,0.133333,31,2,Digex-r2,6101143522438592080,d2097d78d00b6a1080966e6f0ed28a9000df91a9fcf859f4d487b2b56efb6ed8,eval,Digex
40,2,0.133333,19,0,Easynet-r0,581655527901723507,da9c3675a83f5dffee92da0a5d559d0afa546b1e3e79dca4886cbbce5375582f,eval,Easynet
40,4,0.266667,19,1,Easynet-r1,8614890416410480799,03237a820b37e18276c6e9a804c3906566c56186df2cd9a19dccfbd3f932e804,eval,Easynet
40,1,0.066667,19,2,Easynet-r2,17563095875052674419,914b403f1e9d8953f89decb27033776398e977a26f351fb946a0fabe5e7cde46,eval,Easynet
40,0,0.0,23,0,Fccn-r0,17530973596694264253,963853ae788b26c2ccb98624098a2dc98cf4f3b18f276e2124b0c0d3008669f9,dev,Fccn
40,4,0.466667,23,1,Fccn-r1,18348383631147861382,20536ce751a2b4ea58014dd0645ec5e48678374137cfc9bcb2cead711af9f9a2,dev,Fccn
40,2,0.6,24,0,Garr200112-r0,11364974108254927058,657a6b51c6169e15b7e2717f7e23233f4d3c929c10988d29098e01eaf133970e,eval,Garr200112
40,9,0.533333,24,1,Garr200112-r1,2434035492255571931,704129e132a677c51a4bd7857b61cef99543f391ff8ddfc12de00e30a3d1a638,eval,Garr200112
40,4,0.8,24,2,Garr200112-r2,10068894956960023315,924ea26fa702092009367c7038b803f66b03bc8e12e276cba308f78a0419dc90,eval,Garr200112
40,5,0.6,22,0,Garr200404-r0,198101169295225296,1685f27f517562fcf25715467aece323b1708489fb65f91c50591629fe9f611e,eval,Garr200404
40,5,0.666667,22,1,Garr200404-r1,7024765275165438631,98bf41ebd0b674b912347ab7c043fae0f794af774fd484d58d0eb5a592a1d324,eval,Garr200404
40,10,0.666667,22,2,Garr200404-r2,11642824855973204170,44e41e06fe074bd35cba9b28017e5bd704a752f91a9d3903b32454cd427a9817,eval,Garr200404
40,4,0.333333,16,0,Marwan-r0,4873392028476308933,5d8d0ab3bf3c6f89a80839548112fa61de8febe00083419df2d8217578fed40e,eval,Marwan
40,3,0.6,16,1,Marwan-r1,17084842736408766793,0c3881bcb5ecca65bd52497b31cf4c5ec367b47734d08849e94d7ca34dc8aed4,eval,Marwan
40,2,0.6,16,2,Marwan-r2,11081879841179557546,cddbd7be7f3b4c507b3d9d349bfbb6b37ea4fdecda428ed8f85a5c12e958b441,eval,Marwan
